Priority,Done,Module,Entity,Type,Full_Name,Source
,,sage.functions.trig,Function_arcsin,class,sage.functions.trig.Function_arcsin,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L525
,,sage.functions.trig,Function_arctan,class,sage.functions.trig.Function_arctan,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L658
,,sage.functions.trig,Function_arctan2,class,sage.functions.trig.Function_arctan2,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L921
,,sage.functions.trig,Function_cos,class,sage.functions.trig.Function_cos,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L138
,,sage.functions.trig,Function_cot,class,sage.functions.trig.Function_cot,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L272
,,sage.functions.trig,Function_csc,class,sage.functions.trig.Function_csc,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L447
,,sage.functions.trig,Function_sec,class,sage.functions.trig.Function_sec,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L373
,,sage.functions.trig,Function_sin,class,sage.functions.trig.Function_sin,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L9
,,sage.functions.trig,Function_tan,class,sage.functions.trig.Function_tan,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L206
,,sage.functions.trig,trig,module,sage.functions.trig,https://github.com/sagemath/sage/blob/develop/src/sage/functions/trig.py#L589
,,sage.libs.flint.arith_sage,arith_sage,module,sage.libs.flint.arith_sage,https://github.com/sagemath/sage/blob/develop/src/sage/libs/flint/arith_sage.pyx#L28
,,sage.rings.polynomial.complex_roots,complex_roots,module,sage.rings.polynomial.complex_roots,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/complex_roots.py#L159
,,sage.rings.polynomial.complex_roots,complex_roots,function,sage.rings.polynomial.complex_roots.complex_roots,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/complex_roots.py#L159
,,sage.rings.polynomial.complex_roots,interval_roots,function,sage.rings.polynomial.complex_roots.interval_roots,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/complex_roots.py#L51
,,sage.rings.polynomial.complex_roots,intervals_disjoint,function,sage.rings.polynomial.complex_roots.intervals_disjoint,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/complex_roots.py#L94
,,sage.rings.polynomial.convolution,convolution,module,sage.rings.polynomial.convolution,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/convolution.py#L57
,,sage.rings.polynomial.convolution,convolution,function,sage.rings.polynomial.convolution.convolution,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/convolution.py#L57
,,sage.rings.polynomial.cyclotomic,bateman_bound,function,sage.rings.polynomial.cyclotomic.bateman_bound,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/cyclotomic.pyx#L387
,,sage.rings.polynomial.cyclotomic,cyclotomic,module,sage.rings.polynomial.cyclotomic,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/cyclotomic.pyx#L387
,,sage.rings.polynomial.cyclotomic,cyclotomic_coeffs,function,sage.rings.polynomial.cyclotomic.cyclotomic_coeffs,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/cyclotomic.pyx#L44
,,sage.rings.polynomial.cyclotomic,cyclotomic_value,function,sage.rings.polynomial.cyclotomic.cyclotomic_value,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/cyclotomic.pyx#L201
,,sage.rings.polynomial.flatten,FlatteningMorphism,class,sage.rings.polynomial.flatten.FlatteningMorphism,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/flatten.py#L48
,,sage.rings.polynomial.flatten,FractionSpecializationMorphism,class,sage.rings.polynomial.flatten.FractionSpecializationMorphism,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/flatten.py#L663
,,sage.rings.polynomial.flatten,SpecializationMorphism,class,sage.rings.polynomial.flatten.SpecializationMorphism,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/flatten.py#L417
,,sage.rings.polynomial.flatten,UnflatteningMorphism,class,sage.rings.polynomial.flatten.UnflatteningMorphism,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/flatten.py#L286
,,sage.rings.polynomial.flatten,flatten,module,sage.rings.polynomial.flatten,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/flatten.py#L48
,,sage.rings.polynomial.groebner_fan,GroebnerFan,class,sage.rings.polynomial.groebner_fan.GroebnerFan,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L772
,,sage.rings.polynomial.groebner_fan,InitialForm,class,sage.rings.polynomial.groebner_fan.InitialForm,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L534
,,sage.rings.polynomial.groebner_fan,PolyhedralCone,class,sage.rings.polynomial.groebner_fan.PolyhedralCone,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L157
,,sage.rings.polynomial.groebner_fan,PolyhedralFan,class,sage.rings.polynomial.groebner_fan.PolyhedralFan,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L284
,,sage.rings.polynomial.groebner_fan,ReducedGroebnerBasis,class,sage.rings.polynomial.groebner_fan.ReducedGroebnerBasis,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L1762
,,sage.rings.polynomial.groebner_fan,TropicalPrevariety,class,sage.rings.polynomial.groebner_fan.TropicalPrevariety,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L645
,,sage.rings.polynomial.groebner_fan,groebner_fan,module,sage.rings.polynomial.groebner_fan,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L772
,,sage.rings.polynomial.groebner_fan,ideal_to_gfan_format,function,sage.rings.polynomial.groebner_fan.ideal_to_gfan_format,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L744
,,sage.rings.polynomial.groebner_fan,max_degree,function,sage.rings.polynomial.groebner_fan.max_degree,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L104
,,sage.rings.polynomial.groebner_fan,prefix_check,function,sage.rings.polynomial.groebner_fan.prefix_check,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L83
,,sage.rings.polynomial.groebner_fan,ring_to_gfan_format,function,sage.rings.polynomial.groebner_fan.ring_to_gfan_format,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L721
,,sage.rings.polynomial.groebner_fan,verts_for_normal,function,sage.rings.polynomial.groebner_fan.verts_for_normal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/groebner_fan.py#L623
,,sage.rings.polynomial.hilbert,Node,class,sage.rings.polynomial.hilbert.Node,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/hilbert.pyx#L36
,,sage.rings.polynomial.hilbert,first_hilbert_series,function,sage.rings.polynomial.hilbert.first_hilbert_series,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/hilbert.pyx#L425
,,sage.rings.polynomial.hilbert,hilbert,module,sage.rings.polynomial.hilbert,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/hilbert.pyx#L36
,,sage.rings.polynomial.hilbert,hilbert_poincare_series,function,sage.rings.polynomial.hilbert.hilbert_poincare_series,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/hilbert.pyx#L556
,,sage.rings.polynomial.ideal,Ideal_1poly_field,class,sage.rings.polynomial.ideal.Ideal_1poly_field,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/ideal.py#L23
,,sage.rings.polynomial.ideal,ideal,module,sage.rings.polynomial.ideal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/ideal.py#L23
,,sage.rings.polynomial.infinite_polynomial_element,InfinitePolynomial,class,sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_element.py#L114
,,sage.rings.polynomial.infinite_polynomial_element,InfinitePolynomial_dense,class,sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial_dense,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_element.py#L1582
,,sage.rings.polynomial.infinite_polynomial_element,InfinitePolynomial_sparse,class,sage.rings.polynomial.infinite_polynomial_element.InfinitePolynomial_sparse,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_element.py#L1286
,,sage.rings.polynomial.infinite_polynomial_element,infinite_polynomial_element,module,sage.rings.polynomial.infinite_polynomial_element,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_element.py#L114
,,sage.rings.polynomial.infinite_polynomial_ring,GenDictWithBasering,class,sage.rings.polynomial.infinite_polynomial_ring.GenDictWithBasering,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L497
,,sage.rings.polynomial.infinite_polynomial_ring,InfiniteGenDict,class,sage.rings.polynomial.infinite_polynomial_ring.InfiniteGenDict,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L390
,,sage.rings.polynomial.infinite_polynomial_ring,InfinitePolynomialGen,class,sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialGen,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L1376
,,sage.rings.polynomial.infinite_polynomial_ring,InfinitePolynomialRingFactory,class,sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRingFactory,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L279
,,sage.rings.polynomial.infinite_polynomial_ring,InfinitePolynomialRing_dense,class,sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRing_dense,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L1537
,,sage.rings.polynomial.infinite_polynomial_ring,InfinitePolynomialRing_sparse,class,sage.rings.polynomial.infinite_polynomial_ring.InfinitePolynomialRing_sparse,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L621
,,sage.rings.polynomial.infinite_polynomial_ring,infinite_polynomial_ring,module,sage.rings.polynomial.infinite_polynomial_ring,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/infinite_polynomial_ring.py#L497
,,sage.rings.polynomial.integer_valued_polynomials,Bases,class,sage.rings.polynomial.integer_valued_polynomials.Bases,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L119
,,sage.rings.polynomial.integer_valued_polynomials,Binomial,class,sage.rings.polynomial.integer_valued_polynomials.Binomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L898
,,sage.rings.polynomial.integer_valued_polynomials,Element,class,sage.rings.polynomial.integer_valued_polynomials.Element,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L1188
,,sage.rings.polynomial.integer_valued_polynomials,ElementMethods,class,sage.rings.polynomial.integer_valued_polynomials.ElementMethods,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L282
,,sage.rings.polynomial.integer_valued_polynomials,IntegerValuedPolynomialRing,class,sage.rings.polynomial.integer_valued_polynomials.IntegerValuedPolynomialRing,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L34
,,sage.rings.polynomial.integer_valued_polynomials,ParentMethods,class,sage.rings.polynomial.integer_valued_polynomials.ParentMethods,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L144
,,sage.rings.polynomial.integer_valued_polynomials,Shifted,class,sage.rings.polynomial.integer_valued_polynomials.Shifted,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L393
,,sage.rings.polynomial.integer_valued_polynomials,integer_valued_polynomials,module,sage.rings.polynomial.integer_valued_polynomials,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/integer_valued_polynomials.py#L34
,,sage.rings.polynomial.laurent_polynomial,LaurentPolynomial,class,sage.rings.polynomial.laurent_polynomial.LaurentPolynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial.pyx#L21
,,sage.rings.polynomial.laurent_polynomial,LaurentPolynomial_univariate,class,sage.rings.polynomial.laurent_polynomial.LaurentPolynomial_univariate,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial.pyx#L303
,,sage.rings.polynomial.laurent_polynomial,laurent_polynomial,module,sage.rings.polynomial.laurent_polynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial.pyx#L21
,,sage.rings.polynomial.laurent_polynomial_ring,LaurentPolynomialRing,function,sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L82
,,sage.rings.polynomial.laurent_polynomial_ring,LaurentPolynomialRing_mpair,class,sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing_mpair,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L590
,,sage.rings.polynomial.laurent_polynomial_ring,LaurentPolynomialRing_univariate,class,sage.rings.polynomial.laurent_polynomial_ring.LaurentPolynomialRing_univariate,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L432
,,sage.rings.polynomial.laurent_polynomial_ring,from_fraction_field,function,sage.rings.polynomial.laurent_polynomial_ring.from_fraction_field,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L399
,,sage.rings.polynomial.laurent_polynomial_ring,is_LaurentPolynomialRing,function,sage.rings.polynomial.laurent_polynomial_ring.is_LaurentPolynomialRing,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L52
,,sage.rings.polynomial.laurent_polynomial_ring,laurent_polynomial_ring,module,sage.rings.polynomial.laurent_polynomial_ring,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring.py#L82
,,sage.rings.polynomial.laurent_polynomial_ring_base,LaurentPolynomialRing_generic,class,sage.rings.polynomial.laurent_polynomial_ring_base.LaurentPolynomialRing_generic,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring_base.py#L34
,,sage.rings.polynomial.laurent_polynomial_ring_base,laurent_polynomial_ring_base,module,sage.rings.polynomial.laurent_polynomial_ring_base,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/laurent_polynomial_ring_base.py#L34
,,sage.rings.polynomial.msolve,groebner_basis_degrevlex,function,sage.rings.polynomial.msolve.groebner_basis_degrevlex,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/msolve.py#L68
,,sage.rings.polynomial.msolve,msolve,module,sage.rings.polynomial.msolve,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/msolve.py#L68
,,sage.rings.polynomial.msolve,variety,function,sage.rings.polynomial.msolve.variety,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/msolve.py#L117
,,sage.rings.polynomial.multi_polynomial,MPolynomial,class,sage.rings.polynomial.multi_polynomial.MPolynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial.pyx#L369
,,sage.rings.polynomial.multi_polynomial,MPolynomial_libsingular,class,sage.rings.polynomial.multi_polynomial.MPolynomial_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial.pyx#L2993
,,sage.rings.polynomial.multi_polynomial,is_MPolynomial,function,sage.rings.polynomial.multi_polynomial.is_MPolynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial.pyx#L24
,,sage.rings.polynomial.multi_polynomial,multi_polynomial,module,sage.rings.polynomial.multi_polynomial,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial.pyx#L369
,,sage.rings.polynomial.multi_polynomial_element,MPolynomial_element,class,sage.rings.polynomial.multi_polynomial_element.MPolynomial_element,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_element.py#L77
,,sage.rings.polynomial.multi_polynomial_element,MPolynomial_polydict,class,sage.rings.polynomial.multi_polynomial_element.MPolynomial_polydict,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_element.py#L419
,,sage.rings.polynomial.multi_polynomial_element,degree_lowest_rational_function,function,sage.rings.polynomial.multi_polynomial_element.degree_lowest_rational_function,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_element.py#L2517
,,sage.rings.polynomial.multi_polynomial_element,multi_polynomial_element,module,sage.rings.polynomial.multi_polynomial_element,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_element.py#L77
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L3876
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal_macaulay2_repr,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_macaulay2_repr,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L3382
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal_magma_repr,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_magma_repr,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L349
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal_quotient,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_quotient,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L5646
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal_singular_base_repr,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_singular_base_repr,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L454
,,sage.rings.polynomial.multi_polynomial_ideal,MPolynomialIdeal_singular_repr,class,sage.rings.polynomial.multi_polynomial_ideal.MPolynomialIdeal_singular_repr,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L617
,,sage.rings.polynomial.multi_polynomial_ideal,NCPolynomialIdeal,class,sage.rings.polynomial.multi_polynomial_ideal.NCPolynomialIdeal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L3495
,,sage.rings.polynomial.multi_polynomial_ideal,RequireField,class,sage.rings.polynomial.multi_polynomial_ideal.RequireField,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L273
,,sage.rings.polynomial.multi_polynomial_ideal,basis,attribute,sage.rings.polynomial.multi_polynomial_ideal.basis,
,,sage.rings.polynomial.multi_polynomial_ideal,is_MPolynomialIdeal,function,sage.rings.polynomial.multi_polynomial_ideal.is_MPolynomialIdeal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L310
,,sage.rings.polynomial.multi_polynomial_ideal,multi_polynomial_ideal,module,sage.rings.polynomial.multi_polynomial_ideal,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L3876
,,sage.rings.polynomial.multi_polynomial_ideal,require_field,attribute,sage.rings.polynomial.multi_polynomial_ideal.require_field,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal.py#L273
,,sage.rings.polynomial.multi_polynomial_ideal_libsingular,interred_libsingular,function,sage.rings.polynomial.multi_polynomial_ideal_libsingular.interred_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal_libsingular.pyx#L278
,,sage.rings.polynomial.multi_polynomial_ideal_libsingular,kbase_libsingular,function,sage.rings.polynomial.multi_polynomial_ideal_libsingular.kbase_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal_libsingular.pyx#L150
,,sage.rings.polynomial.multi_polynomial_ideal_libsingular,multi_polynomial_ideal_libsingular,module,sage.rings.polynomial.multi_polynomial_ideal_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal_libsingular.pyx#L278
,,sage.rings.polynomial.multi_polynomial_ideal_libsingular,slimgb_libsingular,function,sage.rings.polynomial.multi_polynomial_ideal_libsingular.slimgb_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal_libsingular.pyx#L238
,,sage.rings.polynomial.multi_polynomial_ideal_libsingular,std_libsingular,function,sage.rings.polynomial.multi_polynomial_ideal_libsingular.std_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ideal_libsingular.pyx#L207
,,sage.rings.polynomial.multi_polynomial_libsingular,MPolynomialRing_libsingular,class,sage.rings.polynomial.multi_polynomial_libsingular.MPolynomialRing_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_libsingular.pyx#L264
,,sage.rings.polynomial.multi_polynomial_libsingular,MPolynomial_libsingular,class,sage.rings.polynomial.multi_polynomial_libsingular.MPolynomial_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_libsingular.pyx#L1896
,,sage.rings.polynomial.multi_polynomial_libsingular,multi_polynomial_libsingular,module,sage.rings.polynomial.multi_polynomial_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_libsingular.pyx#L264
,,sage.rings.polynomial.multi_polynomial_libsingular,unpickle_MPolynomialRing_libsingular,function,sage.rings.polynomial.multi_polynomial_libsingular.unpickle_MPolynomialRing_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_libsingular.pyx#L1880
,,sage.rings.polynomial.multi_polynomial_libsingular,unpickle_MPolynomial_libsingular,function,sage.rings.polynomial.multi_polynomial_libsingular.unpickle_MPolynomial_libsingular,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_libsingular.pyx#L6179
,,sage.rings.polynomial.multi_polynomial_ring,MPolynomialRing_macaulay2_repr,class,sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_macaulay2_repr,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring.py#L79
,,sage.rings.polynomial.multi_polynomial_ring,MPolynomialRing_polydict,class,sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_polydict,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring.py#L97
,,sage.rings.polynomial.multi_polynomial_ring,MPolynomialRing_polydict_domain,class,sage.rings.polynomial.multi_polynomial_ring.MPolynomialRing_polydict_domain,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring.py#L937
,,sage.rings.polynomial.multi_polynomial_ring,multi_polynomial_ring,module,sage.rings.polynomial.multi_polynomial_ring,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring.py#L79
,,sage.rings.polynomial.multi_polynomial_ring_base,BooleanPolynomialRing_base,class,sage.rings.polynomial.multi_polynomial_ring_base.BooleanPolynomialRing_base,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L1805
,,sage.rings.polynomial.multi_polynomial_ring_base,MPolynomialRing_base,class,sage.rings.polynomial.multi_polynomial_ring_base.MPolynomialRing_base,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L40
,,sage.rings.polynomial.multi_polynomial_ring_base,is_MPolynomialRing,function,sage.rings.polynomial.multi_polynomial_ring_base.is_MPolynomialRing,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L32
,,sage.rings.polynomial.multi_polynomial_ring_base,multi_polynomial_ring_base,module,sage.rings.polynomial.multi_polynomial_ring_base,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L1805
,,sage.rings.polynomial.multi_polynomial_ring_base,unpickle_MPolynomialRing_generic,function,sage.rings.polynomial.multi_polynomial_ring_base.unpickle_MPolynomialRing_generic,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L1835
,,sage.rings.polynomial.multi_polynomial_ring_base,unpickle_MPolynomialRing_generic_v1,function,sage.rings.polynomial.multi_polynomial_ring_base.unpickle_MPolynomialRing_generic_v1,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_ring_base.pyx#L1830
,,sage.rings.polynomial.multi_polynomial_sequence,PolynomialSequence,function,sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L212
,,sage.rings.polynomial.multi_polynomial_sequence,PolynomialSequence_generic,class,sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_generic,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L397
,,sage.rings.polynomial.multi_polynomial_sequence,PolynomialSequence_gf2,class,sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_gf2,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L1311
,,sage.rings.polynomial.multi_polynomial_sequence,PolynomialSequence_gf2e,class,sage.rings.polynomial.multi_polynomial_sequence.PolynomialSequence_gf2e,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L1826
,,sage.rings.polynomial.multi_polynomial_sequence,is_PolynomialSequence,function,sage.rings.polynomial.multi_polynomial_sequence.is_PolynomialSequence,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L186
,,sage.rings.polynomial.multi_polynomial_sequence,multi_polynomial_sequence,module,sage.rings.polynomial.multi_polynomial_sequence,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/multi_polynomial_sequence.py#L212
,,sage.rings.polynomial.omega,MacMahonOmega,function,sage.rings.polynomial.omega.MacMahonOmega,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/omega.py#L56
,,sage.rings.polynomial.omega,Omega_ge,function,sage.rings.polynomial.omega.Omega_ge,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/omega.py#L470
,,sage.rings.polynomial.omega,homogeneous_symmetric_function,function,sage.rings.polynomial.omega.homogeneous_symmetric_function,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/omega.py#L949
,,sage.rings.polynomial.omega,omega,module,sage.rings.polynomial.omega,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/omega.py#L56
,,sage.rings.polynomial.ore_function_element,ConstantOreFunctionSection,class,sage.rings.polynomial.ore_function_element.ConstantOreFunctionSection,https://github.com/sagemath/sage/blob/develop/src/sage/rings/polynomial/ore_function_element.py#L668
